Name,Attack,Health,Level,Ability,Packs,Tier
Door Head Ant,2,2,2,"Empty front space → If in battle, push this to the front and gain +8  health.",['Golden Pack'],Tier 2 Pets
Gazelle,2,3,1,Start of turn → Gain +2  attack and +1  health until end of turn for each  gold over 10.,['Golden Pack'],Tier 2 Pets
Gazelle,2,3,2,Start of turn → Gain +4  attack and +2  health until end of turn for each  gold over 10.,['Golden Pack'],Tier 2 Pets
Gazelle,2,3,2,Start of turn → Gain +4  attack and +2  health until end of turn for each  gold over 10.,['Golden Pack'],Tier 2 Pets
Hercules Beetle,3,4,1,Sell → Give friends +1  attack for each battle this has fought evenly spread.,['Golden Pack'],Tier 2 Pets
Hercules Beetle,3,4,2,Sell → Give friends +2  attack for each battle this has fought evenly spread.,['Golden Pack'],Tier 2 Pets
Hercules Beetle,3,4,2,Sell → Give friends +2  attack for each battle this has fought evenly spread.,['Golden Pack'],Tier 2 Pets
Lizard,1,3,1,Hurt → Summon one 3/1  Lizard Tail. Works 2 times per turn.,['Golden Pack'],Tier 2 Pets
Lizard,1,3,2,Hurt → Summon one 6/2  Lizard Tail. Works 2 times per turn.,['Golden Pack'],Tier 2 Pets
Lizard,1,3,2,Hurt → Summon one 6/2  Lizard Tail. Works 2 times per turn.,['Golden Pack'],Tier 2 Pets
Sea Turtle,2,5,1,"Friend Summoned → If in battle, give it +3  health.",['Golden Pack'],Tier 2 Pets
Sea Turtle,2,5,2,"Friend Summoned → If in battle, give it +6  health.",['Golden Pack'],Tier 2 Pets
Sea Turtle,2,5,2,"Friend Summoned → If in battle, give it +6  health.",['Golden Pack'],Tier 2 Pets
Sea Urchin,3,2,1,Faint → Remove 5  health from the first enemy.,['Golden Pack'],Tier 2 Pets
Sea Urchin,3,2,2,Faint → Remove 5  health from the first two enemies.,['Golden Pack'],Tier 2 Pets
Sea Urchin,3,2,2,Faint → Remove 5  health from the first two enemies.,['Golden Pack'],Tier 2 Pets
Squid,5,2,1,Faint → Spend 1  Trumpet to give the first enemy  Ink.,['Golden Pack'],Tier 2 Pets
Squid,5,2,2,Faint → Spend 1  Trumpet to give the two first enemies  Ink.,['Golden Pack'],Tier 2 Pets
Squid,5,2,2,Faint → Spend 1  Trumpet to give the two first enemies  Ink.,['Golden Pack'],Tier 2 Pets
Stoat,3,3,1,Sell → Summon one level 1 pet from your current tier as a 1/1.,['Golden Pack'],Tier 2 Pets
Stoat,3,3,2,Sell → Summon one level 2 pet from your current tier as a 1/1.,['Golden Pack'],Tier 2 Pets
Stoat,3,3,2,Sell → Summon one level 2 pet from your current tier as a 1/1.,['Golden Pack'],Tier 2 Pets
Atlantic Puffin,2,3,1,Friend attacks → Remove its  Strawberry perk to deal 2  damage to the last enemy.,['Star Pack'],Tier 2 Pets
Atlantic Puffin,2,3,2,Friend attacks → Remove its  Strawberry perk to deal 4  damage to the last enemy.,['Star Pack'],Tier 2 Pets
Atlantic Puffin,2,3,2,Friend attacks → Remove its  Strawberry perk to deal 4  damage to the last enemy.,['Star Pack'],Tier 2 Pets
Bass,3,3,1,Faint & Sell → Give one level 2 Sell friend +1  experience,['Star Pack'],Tier 2 Pets
Bass,3,3,2,Faint & Sell → Give one level 2 Sell friend +2  experience,['Star Pack'],Tier 2 Pets
Bass,3,3,2,Faint & Sell → Give one level 2 Sell friend +2  experience,['Star Pack'],Tier 2 Pets
Dove,1,1,1,Faint → Replace two random friendly  Strawberry perks with +2  attack and +2  health.,['Star Pack'],Tier 2 Pets
Dove,1,1,2,Faint → Replace two random friendly  Strawberry perks with +4  attack and +4  health.,['Star Pack'],Tier 2 Pets
Dove,1,1,2,Faint → Replace two random friendly  Strawberry perks with +4  attack and +4  health.,['Star Pack'],Tier 2 Pets
Dumbo Octopus,2,5,1,Roll 4 times → Stock ANY food from the 3 most recent tiers and discount it by 1  Gold,['Star Pack'],Tier 2 Pets
Dumbo Octopus,2,5,2,Roll 4 times → Stock ANY food from the 3 most recent tiers and discount it by 2  Gold,['Star Pack'],Tier 2 Pets
Dumbo Octopus,2,5,2,Roll 4 times → Stock ANY food from the 3 most recent tiers and discount it by 2  Gold,['Star Pack'],Tier 2 Pets
Guinea Pig,2,3,1,Buy → Summon one 1/1  Guinea Pig.,['Star Pack'],Tier 2 Pets
Guinea Pig,2,3,2,Buy → Summon one 2/2  Guinea Pig.,['Star Pack'],Tier 2 Pets
Guinea Pig,2,3,2,Buy → Summon one 2/2  Guinea Pig.,['Star Pack'],Tier 2 Pets
Iguana,2,4,1,Enemy summoned or pushed → Deal 2  attack to it.,['Star Pack'],Tier 2 Pets
Iguana,2,4,2,Enemy summoned or pushed → Deal 4  attack to it.,['Star Pack'],Tier 2 Pets
Iguana,2,4,2,Enemy summoned or pushed → Deal 4  attack to it.,['Star Pack'],Tier 2 Pets
Jellyfish,2,3,1,Friend level-up → Gain +1  attack and +1  health.,['Star Pack'],Tier 2 Pets
Jellyfish,2,3,2,Friend level-up → Gain +2  attack and +2  health.,['Star Pack'],Tier 2 Pets
Jellyfish,2,3,2,Friend level-up → Gain +2  attack and +2  health.,['Star Pack'],Tier 2 Pets
Koala,2,2,1,Friend hurt → Give it the  Eucalyptus perk. Works 1 time per turn.,['Star Pack'],Tier 2 Pets
Koala,2,2,2,Friend hurt → Give it the  Eucalyptus perk. Works 2 times per turn.,['Star Pack'],Tier 2 Pets
Koala,2,2,2,Friend hurt → Give it the  Eucalyptus perk. Works 2 times per turn.,['Star Pack'],Tier 2 Pets
Salamander,1,1,1,Start of battle → Gain +1  attack and +1  health for each level of each Sell friend.,['Star Pack'],Tier 2 Pets
Salamander,1,1,2,Start of battle → Gain +2  attack and +2  health for each level of each Sell friend.,['Star Pack'],Tier 2 Pets
Salamander,1,1,2,Start of battle → Gain +2  attack and +2  health for each level of each Sell friend.,['Star Pack'],Tier 2 Pets
Stork,2,1,1,Faint → Summon one level 1 pet from the previous shop tier as a 3/2.,['Star Pack'],Tier 2 Pets
Stork,2,1,2,Faint → Summon one level 2 pet from the previous shop tier as a 6/4.,['Star Pack'],Tier 2 Pets
Stork,2,1,2,Faint → Summon one level 2 pet from the previous shop tier as a 6/4.,['Star Pack'],Tier 2 Pets
Yak,3,5,1,End turn → Deal 1  damage to itself and gain +1  attack.,['Star Pack'],Tier 2 Pets
Yak,3,5,2,End turn → Deal 1  damage to itself and gain +2  attack.,['Star Pack'],Tier 2 Pets
Yak,3,5,2,End turn → Deal 1  damage to itself and gain +2  attack.,['Star Pack'],Tier 2 Pets
Panda,2,4,1,"Start of battle → If friend ahead, give 50% of  attack and  health to it and then faint.",['Star Pack'],Tier 2 Pets
Panda,2,4,2,"Start of battle → If friend ahead, give 100% of  attack and  health to it and then faint.",['Star Pack'],Tier 2 Pets
Panda,2,4,2,"Start of battle → If friend ahead, give 100% of  attack and  health to it and then faint.",['Star Pack'],Tier 2 Pets
Seahorse,2,4,1,Start of battle → Push the last enemy one space forward.,['Star Pack'],Tier 2 Pets
Seahorse,2,4,2,Start of battle → Push the last enemy two spaces forward.,['Star Pack'],Tier 2 Pets
Seahorse,2,4,2,Start of battle → Push the last enemy two spaces forward.,['Star Pack'],Tier 2 Pets
Bat,1,2,1,Start of battle → Make one random enemy  Weak.,['Puppy Pack'],Tier 2 Pets
Bat,1,2,2,Start of battle → Make two random enemies  Weak.,['Puppy Pack'],Tier 2 Pets
Bat,1,2,2,Start of battle → Make two random enemies  Weak.,['Puppy Pack'],Tier 2 Pets
Beluga Sturgeon,2,3,1,Faint → Summon one 2/3  Dolphin with  Rice in the back.,['Puppy Pack'],Tier 2 Pets
Beluga Sturgeon,2,3,2,Faint → Summon two 2/3  Dolphins with  Rice in the back.,['Puppy Pack'],Tier 2 Pets
Beluga Sturgeon,2,3,2,Faint → Summon two 2/3  Dolphins with  Rice in the back.,['Puppy Pack'],Tier 2 Pets
Dromedary,2,4,1,Start of turn → Give the two left-most shop pets +1  attack and +1  health.,['Puppy Pack'],Tier 2 Pets
Dromedary,2,4,2,Start of turn → Give the two left-most shop pets +2  attack and +2  health.,['Puppy Pack'],Tier 2 Pets
Dromedary,2,4,2,Start of turn → Give the two left-most shop pets +2  attack and +2  health.,['Puppy Pack'],Tier 2 Pets
Frigatebird,2,5,1,Friend gained ailment → Give it  Rice. Works 1 time per turn.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Frigatebird,2,5,2,Friend gained ailment → Give it  Rice. Works 2 times per turn.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Frigatebird,2,5,2,Friend gained ailment → Give it  Rice. Works 2 times per turn.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Lemur,3,3,1,Buy → Choose one level 1 toy from tier 2.,['Puppy Pack'],Tier 2 Pets
Lemur,3,3,2,Buy → Choose one level 2 toy from tier 2.,['Puppy Pack'],Tier 2 Pets
Lemur,3,3,2,Buy → Choose one level 2 toy from tier 2.,['Puppy Pack'],Tier 2 Pets
Mandrill,3,4,1,Faint → Break friendly tier 2 or lower toy.,['Puppy Pack'],Tier 2 Pets
Mandrill,3,4,2,Faint → Break friendly tier 4 or lower toy.,['Puppy Pack'],Tier 2 Pets
Mandrill,3,4,2,Faint → Break friendly tier 4 or lower toy.,['Puppy Pack'],Tier 2 Pets
Robin,2,3,1,Start of battle → Summon one 2/3 level 1  Nest and give it  Egg Perk.,['Puppy Pack'],Tier 2 Pets
Robin,2,3,2,Start of battle → Summon one 4/6 level 2  Nest and give it  Egg Perk.,['Puppy Pack'],Tier 2 Pets
Robin,2,3,2,Start of battle → Summon one 4/6 level 2  Nest and give it  Egg Perk.,['Puppy Pack'],Tier 2 Pets
Shrimp,2,2,1,Friend sold → Give one random friend +1  health. Works 3 times per turn.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Shrimp,2,2,2,Friend sold → Give one random friend +2  health. Works 3 times per turn.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Shrimp,2,2,2,Friend sold → Give one random friend +2  health. Works 3 times per turn.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Tabby Cat,4,2,1,Friendly gained perk → Give two random friends +1  health until end of battle.,['Puppy Pack'],Tier 2 Pets
Tabby Cat,4,2,2,Friendly gained perk → Give two random friends +2  health until end of battle.,['Puppy Pack'],Tier 2 Pets
Tabby Cat,4,2,2,Friendly gained perk → Give two random friends +2  health until end of battle.,['Puppy Pack'],Tier 2 Pets
Toucan,3,3,1,Faint → Copy food perk to the nearest friend behind.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Toucan,3,3,2,Faint → Copy food perk to the two nearest friends behind.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Toucan,3,3,2,Faint → Copy food perk to the two nearest friends behind.,"['Puppy Pack', 'Weekly Pack']",Tier 2 Pets
Wombat,3,3,1,Start of battle → Copy Faint Ability as level 1 from the highest tier enemy.,['Weekly Pack'],Tier 2 Pets
Wombat,3,3,2,Start of battle → Copy Faint Ability as level 2 from the highest tier enemy.,['Weekly Pack'],Tier 2 Pets
Wombat,3,3,2,Start of battle → Copy Faint Ability as level 2 from the highest tier enemy.,['Weekly Pack'],Tier 2 Pets
Badger,6,3,1,Faint → Deal 50% attack  damage to adjacent pets.,['Turtle Pack'],Tier 3 Pets
Badger,6,3,2,Faint → Deal 100% attack  damage to adjacent pets.,['Turtle Pack'],Tier 3 Pets
Badger,6,3,2,Faint → Deal 100% attack  damage to adjacent pets.,['Turtle Pack'],Tier 3 Pets
Camel,3,4,1,Hurt → Give the nearest friend behind +1  attack and +2  health.,['Turtle Pack'],Tier 3 Pets
Camel,3,4,2,Hurt → Give the nearest friend behind +2  attack and +4  health.,['Turtle Pack'],Tier 3 Pets
Camel,3,4,2,Hurt → Give the nearest friend behind +2  attack and +4  health.,['Turtle Pack'],Tier 3 Pets
Dodo,4,2,1,Start of battle → Give 50% of  attack to the nearest friend ahead.,['Turtle Pack'],Tier 3 Pets
Dodo,4,2,2,Start of battle → Give 100% of  attack to the nearest friend ahead.,['Turtle Pack'],Tier 3 Pets
Dodo,4,2,2,Start of battle → Give 100% of  attack to the nearest friend ahead.,['Turtle Pack'],Tier 3 Pets
Dog,3,2,1,Friend summoned → Gain +2  attack and +1  health until end of battle.,['Turtle Pack'],Tier 3 Pets
Dog,3,2,2,Friend summoned → Gain +4  attack and +2  health until end of battle.,['Turtle Pack'],Tier 3 Pets
Dog,3,2,2,Friend summoned → Gain +4  attack and +2  health until end of battle.,['Turtle Pack'],Tier 3 Pets
Dolphin,4,3,1,Start of battle → Deal 4  damage to the lowest health enemy.,['Turtle Pack'],Tier 3 Pets
Dolphin,4,3,2,Start of battle → Deal 4  damage to the lowest health enemy. Triggers 2 times.,['Turtle Pack'],Tier 3 Pets
Dolphin,4,3,2,Start of battle → Deal 4  damage to the lowest health enemy. Triggers 2 times.,['Turtle Pack'],Tier 3 Pets
Elephant,3,7,1,After attack → Deal 1  damage to the nearest friend behind.,['Turtle Pack'],Tier 3 Pets
Elephant,3,7,2,After attack → Deal 1  damage to the nearest friend behind. Triggers 2 times.,['Turtle Pack'],Tier 3 Pets
Elephant,3,7,2,After attack → Deal 1  damage to the nearest friend behind. Triggers 2 times.,['Turtle Pack'],Tier 3 Pets
Giraffe,1,2,1,End turn → Give the nearest friend ahead +1  attack and +1  health.,['Turtle Pack'],Tier 3 Pets
Giraffe,1,2,2,End turn → Give the nearest two friends ahead +1  attack and +1  health.,['Turtle Pack'],Tier 3 Pets
Giraffe,1,2,2,End turn → Give the nearest two friends ahead +1  attack and +1  health.,['Turtle Pack'],Tier 3 Pets
Ox,1,3,1,Friend ahead faints → Gain  Melon perk and +1  attack. Works 1 time per turn.,['Turtle Pack'],Tier 3 Pets
Ox,1,3,2,Friend ahead faints → Gain  Melon perk and +1  attack. Works 2 time per turn.,['Turtle Pack'],Tier 3 Pets
Ox,1,3,2,Friend ahead faints → Gain  Melon perk and +1  attack. Works 2 time per turn.,['Turtle Pack'],Tier 3 Pets
Rabbit,1,2,1,Friendly ate food → Give them +1  health. Works 4 times per turn.,['Turtle Pack'],Tier 3 Pets
Rabbit,1,2,2,Friendly ate food → Give them +2  health. Works 4 times per turn.,['Turtle Pack'],Tier 3 Pets
Rabbit,1,2,2,Friendly ate food → Give them +2  health. Works 4 times per turn.,['Turtle Pack'],Tier 3 Pets
Sheep,2,2,1,Faint → Summon two 2/2  Rams.,['Turtle Pack'],Tier 3 Pets
Sheep,2,2,2,Faint → Summon two 4/4  Rams.,['Turtle Pack'],Tier 3 Pets
Sheep,2,2,2,Faint → Summon two 4/4  Rams.,['Turtle Pack'],Tier 3 Pets
Skeleton Dog,3,3,1,Faint → Give one random friend permanent +1  attack and +1  health.,['Unicorn Pack'],Tier 3 Pets
Skeleton Dog,3,3,2,Faint → Give two random friends permanent +1  attack and +1  health.,['Unicorn Pack'],Tier 3 Pets
Skeleton Dog,3,3,2,Faint → Give two random friends permanent +1  attack and +1  health.,['Unicorn Pack'],Tier 3 Pets
Mandrake,2,3,1,Start of Battle → Make one tier 2 or lower Faint enemy  Dazed.,['Unicorn Pack'],Tier 3 Pets
Mandrake,2,3,2,Start of Battle → Make one tier 4 or lower Faint enemy  Dazed.,['Unicorn Pack'],Tier 3 Pets
Mandrake,2,3,2,Start of Battle → Make one tier 4 or lower Faint enemy  Dazed.,['Unicorn Pack'],Tier 3 Pets
Fur-Bearing Trout,2,2,1,Faint → Give  Rambutan perk to the nearest friend behind.,['Unicorn Pack'],Tier 3 Pets
Fur-Bearing Trout,2,2,2,Faint → Give  Rambutan perk to the two nearest friends behind.,['Unicorn Pack'],Tier 3 Pets
Fur-Bearing Trout,2,2,2,Faint → Give  Rambutan perk to the two nearest friends behind.,['Unicorn Pack'],Tier 3 Pets
Mana Hound,2,5,1,"Start of battle → Give the nearest friend ahead +1  mana for each roll this turn, up to 5 rolls.",['Unicorn Pack'],Tier 3 Pets
Mana Hound,2,5,2,"Start of battle → Give the nearest friend ahead +2  mana for each roll this turn, up to 5 rolls.",['Unicorn Pack'],Tier 3 Pets
Mana Hound,2,5,2,"Start of battle → Give the nearest friend ahead +2  mana for each roll this turn, up to 5 rolls.",['Unicorn Pack'],Tier 3 Pets
Calygreyhound,3,4,1,Faint → Spend  mana to remove 1  health per mana from the two most healthy enemies.,['Unicorn Pack'],Tier 3 Pets
Calygreyhound,3,4,2,Faint → Spend  mana to remove 2  health per mana from the two most healthy enemies.,['Unicorn Pack'],Tier 3 Pets
Calygreyhound,3,4,2,Faint → Spend  mana to remove 2  health per mana from the two most healthy enemies.,['Unicorn Pack'],Tier 3 Pets
Brain Cramp,1,2,1,Empty front space → Jump to the front and gain +2  attack and  Melon perk in battle.,['Unicorn Pack'],Tier 3 Pets
Brain Cramp,1,2,2,Empty front space → Jump to the front and gain +4  attack and  Melon perk in battle.,['Unicorn Pack'],Tier 3 Pets
Brain Cramp,1,2,2,Empty front space → Jump to the front and gain +4  attack and  Melon perk in battle.,['Unicorn Pack'],Tier 3 Pets
Minotaur,1,2,1,Friend ahead attacks → Gain +1  attack and +1  health for each of the friend's level.,['Unicorn Pack'],Tier 3 Pets
Minotaur,1,2,2,Friend ahead attacks → Gain +2  attack and +2  health for each of the friend's level.,['Unicorn Pack'],Tier 3 Pets
Minotaur,1,2,2,Friend ahead attacks → Gain +2  attack and +2  health for each of the friend's level.,['Unicorn Pack'],Tier 3 Pets
Wyvern,3,4,1,Friendly level-up → Gain 1 extra shop reward.,['Unicorn Pack'],Tier 3 Pets
Wyvern,3,4,2,Friendly level-up → Gain 2 extra shop reward.,['Unicorn Pack'],Tier 3 Pets
Wyvern,3,4,2,Friendly level-up → Gain 2 extra shop reward.,['Unicorn Pack'],Tier 3 Pets
Ouroboros,2,4,1,Roll → Give unfrozen shop pets +1  health until end of battle for each roll this turn.,['Unicorn Pack'],Tier 3 Pets
Ouroboros,2,4,2,Roll → Give unfrozen shop pets +2  health until end of battle for each roll this turn.,['Unicorn Pack'],Tier 3 Pets
Ouroboros,2,4,2,Roll → Give unfrozen shop pets +2  health until end of battle for each roll this turn.,['Unicorn Pack'],Tier 3 Pets
Griffin,4,3,1,Sell → Summon a level 1  Treasure Map that leads to a  Treasure Chest.,['Unicorn Pack'],Tier 3 Pets
Griffin,4,3,2,Sell → Summon a level 2  Treasure Map that leads to a  Treasure Chest.,['Unicorn Pack'],Tier 3 Pets
Griffin,4,3,2,Sell → Summon a level 2  Treasure Map that leads to a  Treasure Chest.,['Unicorn Pack'],Tier 3 Pets
Foo Dog,3,5,1,Buy → Give future shop pets from the next tier permanent +2  health.,['Unicorn Pack'],Tier 3 Pets
Foo Dog,3,5,2,Buy → Give future shop pets from the next tier permanent +4  health.,['Unicorn Pack'],Tier 3 Pets
Foo Dog,3,5,2,Buy → Give future shop pets from the next tier permanent +4  health.,['Unicorn Pack'],Tier 3 Pets
Tree Ent,2,5,1,"Start of battle → If this has 6 or less attack, gain  Coconut Perk.",['Unicorn Pack'],Tier 3 Pets
Tree Ent,2,5,2,"Start of battle → If this has 12 or less attack, gain  Coconut Perk.",['Unicorn Pack'],Tier 3 Pets
Tree Ent,2,5,2,"Start of battle → If this has 12 or less attack, gain  Coconut Perk.",['Unicorn Pack'],Tier 3 Pets
Slime,3,3,1,Faint → Summon one 2/2  Slime for each two battles fought.,['Unicorn Pack'],Tier 3 Pets
Slime,3,3,2,Faint → Summon one 4/4  Slime for each two battles fought.,['Unicorn Pack'],Tier 3 Pets
Slime,3,3,2,Faint → Summon one 4/4  Slime for each two battles fought.,['Unicorn Pack'],Tier 3 Pets
Pegasus,1,3,1,Friend summoned → Give three friends +1  attack until end of battle.,['Unicorn Pack'],Tier 3 Pets
Pegasus,1,3,2,Friend summoned → Give three friends +2  attack until end of battle.,['Unicorn Pack'],Tier 3 Pets
Pegasus,1,3,2,Friend summoned → Give three friends +2  attack until end of battle.,['Unicorn Pack'],Tier 3 Pets
Deer Lord,4,3,1,End turn → Knock out the nearest friend ahead and stock one free  Bacon.,['Unicorn Pack'],Tier 3 Pets
Deer Lord,4,3,2,End turn → Knock out the nearest friend ahead and stock two free  Bacons.,['Unicorn Pack'],Tier 3 Pets
Deer Lord,4,3,2,End turn → Knock out the nearest friend ahead and stock two free  Bacons.,['Unicorn Pack'],Tier 3 Pets
Baboon,2,3,1,End turn → Give one random friend from the current or higher shop tier +1  attack and + 1  health.,['Golden Pack'],Tier 3 Pets
Baboon,2,3,2,End turn → Give one random friend from the current or higher shop tier +2  attack and + 2  health.,['Golden Pack'],Tier 3 Pets
Baboon,2,3,2,End turn → Give one random friend from the current or higher shop tier +2  attack and + 2  health.,['Golden Pack'],Tier 3 Pets
Betta Fish,2,3,1,Faint → Give the nearest friend behind +4  attack and +2  health.,['Golden Pack'],Tier 3 Pets
Betta Fish,2,3,2,Faint → Give the nearest friend behind +8  attack and +4  health.,['Golden Pack'],Tier 3 Pets
Betta Fish,2,3,2,Faint → Give the nearest friend behind +8  attack and +4  health.,['Golden Pack'],Tier 3 Pets
Flea,4,2,1,Faint → Make the most healthy enemy  Weak.,['Golden Pack'],Tier 3 Pets
Flea,4,2,2,Faint → Make the two most healthy enemies  Weak.,['Golden Pack'],Tier 3 Pets
Flea,4,2,2,Faint → Make the two most healthy enemies  Weak.,['Golden Pack'],Tier 3 Pets
Flying Fish,3,2,1,"Friend summoned → If in battle, give it +2  experience. Works 2 times per turn.",['Golden Pack'],Tier 3 Pets
Flying Fish,3,2,2,"Friend summoned → If in battle, give it +4  experience. Works 2 times per turn.",['Golden Pack'],Tier 3 Pets
Flying Fish,3,2,2,"Friend summoned → If in battle, give it +4  experience. Works 2 times per turn.",['Golden Pack'],Tier 3 Pets
Guineafowl,2,4,1,Hurt → Gain +2  Trumpets.,['Golden Pack'],Tier 3 Pets
Guineafowl,2,4,2,Hurt → Gain +4  Trumpets.,['Golden Pack'],Tier 3 Pets
Guineafowl,2,4,2,Hurt → Gain +4  Trumpets.,['Golden Pack'],Tier 3 Pets
Meerkat,1,3,1,Start of battle → Give adjacent friends +2  attack for every 5  Gold spent this turn.,['Golden Pack'],Tier 3 Pets
Meerkat,1,3,2,Start of battle → Give adjacent friends +4  attack for every 5  Gold spent this turn.,['Golden Pack'],Tier 3 Pets
Meerkat,1,3,2,Start of battle → Give adjacent friends +4  attack for every 5  Gold spent this turn.,['Golden Pack'],Tier 3 Pets
Musk Ox,2,4,1,Friend ahead faints → Gain +1  attack and +2  health until end of battle.,['Golden Pack'],Tier 3 Pets
Musk Ox,2,4,2,Friend ahead faints → Gain +2  attack and +4  health until end of battle.,['Golden Pack'],Tier 3 Pets
Musk Ox,2,4,2,Friend ahead faints → Gain +2  attack and +4  health until end of battle.,['Golden Pack'],Tier 3 Pets
Osprey,3,3,1,Faint → Summon one 2/1  Groundhog.,['Golden Pack'],Tier 3 Pets
Osprey,3,3,2,Faint → Summon two 2/1  Groundhogs.,['Golden Pack'],Tier 3 Pets
Osprey,3,3,2,Faint → Summon two 2/1  Groundhogs.,['Golden Pack'],Tier 3 Pets
Royal Flycatcher,2,4,1,Enemy summoned → Deal 3  damage to one random enemy.,['Golden Pack'],Tier 3 Pets
Royal Flycatcher,2,4,2,Enemy summoned → Deal 6  damage to one random enemy.,['Golden Pack'],Tier 3 Pets
Royal Flycatcher,2,4,2,Enemy summoned → Deal 6  damage to one random enemy.,['Golden Pack'],Tier 3 Pets
Surgeon Fish,4,3,1,Faint → Spend 2  Trumpets to give the nearest friend behind +4  health.,['Golden Pack'],Tier 3 Pets
Surgeon Fish,4,3,2,Faint → Spend 2  Trumpets to give the nearest friend behind +8  health.,['Golden Pack'],Tier 3 Pets
Surgeon Fish,4,3,2,Faint → Spend 2  Trumpets to give the nearest friend behind +8  health.,['Golden Pack'],Tier 3 Pets
Weasel,3,4,1,Faint → Gain +1  Gold on next turn.,['Golden Pack'],Tier 3 Pets
Weasel,3,4,2,Faint → Gain +2  Gold on next turn.,['Golden Pack'],Tier 3 Pets
Weasel,3,4,2,Faint → Gain +2  Gold on next turn.,['Golden Pack'],Tier 3 Pets
Anteater,3,2,1,Faint → Summon one 1/1 level 3  Ant.,['Star Pack'],Tier 3 Pets
Anteater,3,2,2,Faint → Summon two 1/1 level 3  Ants.,['Star Pack'],Tier 3 Pets
Anteater,3,2,2,Faint → Summon two 1/1 level 3  Ants.,['Star Pack'],Tier 3 Pets
Capybara,2,5,1,Roll & Sell → Give newly rolled shop pets +1  attack and +1  health.,['Star Pack'],Tier 3 Pets
Capybara,2,5,2,Roll & Sell → Give newly rolled shop pets +2  attack and +2  health.,['Star Pack'],Tier 3 Pets
Capybara,2,5,2,Roll & Sell → Give newly rolled shop pets +2  attack and +2  health.,['Star Pack'],Tier 3 Pets
Cardinal,4,3,1,Start of turn → Stock one copy of the nearest perk ahead and discount it by 1  gold.,['Star Pack'],Tier 3 Pets
Cardinal,4,3,2,Start of turn → Stock one copy of the nearest perk ahead and discount it by 2  gold.,['Star Pack'],Tier 3 Pets
Cardinal,4,3,2,Start of turn → Stock one copy of the nearest perk ahead and discount it by 2  gold.,['Star Pack'],Tier 3 Pets
Cassowary,4,2,1,Friend gained strawberry → Gain +1  health. Also gain +1  attack until end of battle.,['Star Pack'],Tier 3 Pets
Cassowary,4,2,2,Friend gained strawberry → Gain +2  health. Also gain +2  attack until end of battle.,['Star Pack'],Tier 3 Pets
Cassowary,4,2,2,Friend gained strawberry → Gain +2  health. Also gain +2  attack until end of battle.,['Star Pack'],Tier 3 Pets
Leech,2,4,1,End turn → Deal 1  damage to the nearest pet ahead and gain damage as health,['Star Pack'],Tier 3 Pets
Leech,2,4,2,End turn → Deal 2  damage to the nearest pet ahead and gain damage as health,['Star Pack'],Tier 3 Pets
Leech,2,4,2,End turn → Deal 2  damage to the nearest pet ahead and gain damage as health,['Star Pack'],Tier 3 Pets
Okapi,2,3,1,Roll → Gain +1  attack and +1  health until end of battle. Works 5 times per turn.,['Star Pack'],Tier 3 Pets
Okapi,2,3,2,Roll → Gain +2  attack and +2  health until end of battle. Works 5 times per turn.,['Star Pack'],Tier 3 Pets
Okapi,2,3,2,Roll → Gain +2  attack and +2  health until end of battle. Works 5 times per turn.,['Star Pack'],Tier 3 Pets
Orangutan,1,4,1,End turn → Give the lowest health friendly pet +3  health.,['Star Pack'],Tier 3 Pets
Orangutan,1,4,2,End turn → Give the lowest health friendly pet +4  health.,['Star Pack'],Tier 3 Pets
Orangutan,1,4,2,End turn → Give the lowest health friendly pet +4  health.,['Star Pack'],Tier 3 Pets
Pug,5,2,1,Start of battle → Give the nearest friend ahead +1  experience.,['Star Pack'],Tier 3 Pets
Pug,5,2,2,Start of battle → Give the nearest friend ahead +2  experience.,['Star Pack'],Tier 3 Pets
Pug,5,2,2,Start of battle → Give the nearest friend ahead +2  experience.,['Star Pack'],Tier 3 Pets
Toad,3,3,1,Enemy hurt → Make it  weak. Works 2 times per battle.,['Star Pack'],Tier 3 Pets
Toad,3,3,2,Enemy hurt → Make it  weak. Works 4 times per battle.,['Star Pack'],Tier 3 Pets
Toad,3,3,2,Enemy hurt → Make it  weak. Works 4 times per battle.,['Star Pack'],Tier 3 Pets
Tuna,1,5,1,Faint → Give one random friend +1  attack and +1  health for each time this was hurt.,['Star Pack'],Tier 3 Pets
Tuna,1,5,2,Faint → Give one random friend +2  attack and +2  health for each time this was hurt.,['Star Pack'],Tier 3 Pets
Tuna,1,5,2,Faint → Give one random friend +2  attack and +2  health for each time this was hurt.,['Star Pack'],Tier 3 Pets
Eel,4,3,1,Start of battle → Gain 50%  health.,['Star Pack'],Tier 3 Pets
Eel,4,3,2,Start of battle → Gain 100%  health.,['Star Pack'],Tier 3 Pets
Eel,4,3,2,Start of battle → Gain 100%  health.,['Star Pack'],Tier 3 Pets
